name,student_ID,cum_gpa,major,classification,earned_credits,enrolled,email,gender,in_state
"Lenahan, Ricky",M59438893,3.008,Mathematics,Sophomore,64,Yes,rlenahane0@hugedomains.com,Male,Yes
"Auguste, Galvin",M97167356,3.887,Biology,Junior,78,No,gaugustee1@typepad.com,Male,Yes
"Pizer, Dael",M73152306,3.736,Mathematics,Sophomore,126,No,dpizere2@usnews.com,Male,Yes
"Sowman, Oates",M91502257,1.691,Mathematics,Freshman,132,Yes,osowmane3@cmu.edu,Male,Yes
"Sambals, Wendi",M33410109,3.626,Computer Science,Sophomore,117,No,wsambalse4@macromedia.com,Female,No
"Stading, Lanita",M71640029,3.125,Psychology,Junior,20,Yes,lstadinge5@google.com.br,Female,Yes
"Lemmens, Gardner",M91802010,3.946,Psychology,Freshman,109,Yes,glemmense6@plala.or.jp,Male,Yes
"Rymell, Robbyn",M80586696,0.187,Biology,Junior,30,Yes,rrymelle7@ucoz.ru,Female,No
"Berni, Ermentrude",M26185075,0.425,Biology,Freshman,16,No,ebernie8@pcworld.com,Female,Yes
"Allcorn, Eugene",M89539038,3.486,Biology,Sophomore,145,Yes,eallcorne9@naver.com,Male,No
"Casacchia, Giovanni",M31216473,2.144,Biology,Senior,1,No,gcasacchiaea@altervista.org,Male,Yes
"Spreag, Kris",M75234383,3.043,Psychology,Sophomore,14,No,kspreageb@slate.com,Male,Yes
"Lefwich, Kerk",M71048260,3.634,Biology,Freshman,51,No,klefwichec@reference.com,Male,No
"Landy, Lanae",M91756786,0.93,Psychology,Sophomore,13,No,llandyed@domainmarket.com,Female,No
"Goode, Penrod",M43092995,0.373,Psychology,Senior,16,No,pgoodeee@stanford.edu,Male,No
"Tingly, Ynez",M60072700,3.631,Biology,Senior,44,Yes,ytinglyef@storify.com,Female,Yes
"Rosedale, Wang",M77037626,2.333,Biology,Junior,87,No,wrosedaleeg@npr.org,Male,Yes
"Gatty, Catarina",M69815182,3.042,Mathematics,Senior,135,Yes,cgattyeh@dell.com,Female,No
"Bensen, Garvin",M86397022,1.315,Biology,Freshman,117,Yes,gbensenei@nifty.com,Male,Yes
"Bunworth, Glynda",M69889822,0.586,Biology,Sophomore,80,No,gbunworthej@redcross.org,Female,Yes
"Peert, Noellyn",M26616288,3.596,Psychology,Senior,143,Yes,npeertek@1und1.de,Female,Yes
"Frood, Ricky",M28288172,3.627,Mathematics,Junior,41,Yes,rfroodel@pinterest.com,Male,Yes
"Regelous, Stephanie",M87057201,0.292,Biology,Freshman,105,No,sregelousem@wordpress.org,Female,Yes
"Hookes, Bellina",M26873187,3.977,Psychology,Sophomore,95,Yes,bhookesen@geocities.com,Female,Yes
"Burkitt, Kitti",M25099013,3.805,Computer Science,Senior,13,Yes,kburkitteo@rakuten.co.jp,Female,No
"Skae, Ravid",M95706726,0.397,Mathematics,Junior,110,Yes,rskaeep@plala.or.jp,Male,No
"Peyro, Carrie",M21931504,1.166,Psychology,Junior,83,No,cpeyroeq@redcross.org,Female,No
"Dinnis, Morganica",M63052693,3.692,Psychology,Sophomore,78,Yes,mdinniser@prweb.com,Female,Yes
"Humm, Kinnie",M55411175,3.977,Biology,Sophomore,63,Yes,khummes@networksolutions.com,Male,Yes
"Moules, Gunilla",M20347779,0.666,Biology,Senior,69,No,gmouleset@msu.edu,Female,Yes
"Dacks, Enos",M79796072,0.216,Psychology,Sophomore,143,Yes,edackseu@wordpress.org,Male,No
"Spandley, Kati",M60018274,0.491,Mathematics,Senior,122,No,kspandleyev@berkeley.edu,Female,Yes
"Giorio, Pearline",M97761193,0.029,Mathematics,Freshman,23,No,pgiorioew@wikipedia.org,Female,No
"Greenalf, Hunfredo",M52720476,3.764,Biology,Sophomore,5,Yes,hgreenalfex@washington.edu,Male,Yes
"Barraclough, Elsa",M60547411,1.927,Mathematics,Freshman,25,No,ebarracloughey@smugmug.com,Female,Yes
"Dikles, Florinda",M43497772,3.353,Computer Science,Sophomore,90,Yes,fdiklesez@sitemeter.com,Female,No
"Seavers, Dorise",M58762884,0.422,Computer Science,Senior,33,Yes,dseaversf0@miibeian.gov.cn,Female,No
"Deal, Tanya",M55278269,2.872,Computer Science,Sophomore,41,No,tdealf1@utexas.edu,Female,No
"Dykas, Xenos",M67934373,2.317,Biology,Freshman,126,Yes,xdykasf2@oaic.gov.au,Male,No
"Meach, Meggy",M21042222,1.479,Mathematics,Freshman,89,Yes,mmeachf3@answers.com,Female,No
"Walter, Darsie",M72292478,3.193,Psychology,Sophomore,85,No,dwalterf4@businesswire.com,Female,Yes
"Eastam, Thorn",M22586231,1.758,Biology,Freshman,9,No,teastamf5@myspace.com,Male,No
"Surby, Jonah",M97683509,3.347,Biology,Sophomore,4,No,jsurbyf6@feedburner.com,Male,Yes
"Tapply, Lukas",M35915102,2.815,Mathematics,Senior,90,Yes,ltapplyf7@vimeo.com,Male,Yes
"Churching, Rice",M26669915,2.763,Computer Science,Senior,66,No,rchurchingf8@about.com,Male,No
"Hawsby, Rollo",M55132659,2.799,Mathematics,Senior,139,No,rhawsbyf9@abc.net.au,Male,No
"Smallcombe, Velma",M74011608,0.399,Psychology,Sophomore,36,No,vsmallcombefa@buzzfeed.com,Female,No
"Riddoch, Kimmie",M73066985,0.557,Psychology,Junior,66,Yes,kriddochfb@apple.com,Female,No
"Clyburn, Haze",M33259532,1.031,Psychology,Junior,102,Yes,hclyburnfc@nationalgeographic.com,Male,No
"Gabits, Winne",M25365587,1.645,Mathematics,Junior,105,No,wgabitsfd@altervista.org,Female,No
"Langshaw, Job",M22137816,0.14,Computer Science,Freshman,119,Yes,jlangshawfe@flickr.com,Male,Yes
"Louisot, Marianne",M56751942,1.515,Biology,Sophomore,117,Yes,mlouisotff@paypal.com,Female,No
"Tunstall, Ringo",M26049457,1.945,Mathematics,Freshman,72,Yes,rtunstallfg@whitehouse.gov,Male,Yes
"Brydell, Ragnar",M69181905,1.989,Computer Science,Senior,129,Yes,rbrydellfh@tinyurl.com,Male,No
"Manktelow, Gayler",M62786432,1.519,Biology,Sophomore,70,Yes,gmanktelowfi@com.com,Male,No
"Canape, Tobye",M73189883,0.431,Computer Science,Freshman,61,No,tcanapefj@cloudflare.com,Female,No
"Muglestone, Normy",M95967479,1.507,Psychology,Freshman,23,No,nmuglestonefk@mapy.cz,Male,No
"Hayth, Ebba",M78179506,1.166,Biology,Freshman,104,No,ehaythfl@netscape.com,Female,No
"Arangy, Dianemarie",M27176833,3.943,Computer Science,Sophomore,15,Yes,darangyfm@marketwatch.com,Female,No
"Garrish, Fernandina",M93932029,1.391,Psychology,Sophomore,13,Yes,fgarrishfn@skype.com,Female,No
"Wonham, Isadora",M36988140,3.957,Computer Science,Freshman,131,Yes,iwonhamfo@topsy.com,Female,No
"Pennini, Mallory",M62991423,2.996,Biology,Junior,64,No,mpenninifp@freewebs.com,Female,Yes
"Sheridan, Ellary",M86260910,3.316,Computer Science,Junior,71,Yes,esheridanfq@ed.gov,Male,Yes
"Limmer, Merrill",M45166372,2.739,Mathematics,Senior,135,No,mlimmerfr@ihg.com,Male,Yes
"McAviy, Nikolaus",M98603380,1.964,Mathematics,Sophomore,141,No,nmcaviyfs@rakuten.co.jp,Male,Yes
"Gemelli, Ryley",M22651382,3.096,Biology,Freshman,102,Yes,rgemellift@bloglovin.com,Male,No
"Fasson, Nicola",M90725760,1.403,Biology,Junior,28,No,nfassonfu@icio.us,Male,No
"Breen, Jacqueline",M85656481,1.476,Computer Science,Senior,145,No,jbreenfv@hugedomains.com,Female,Yes
"Wressell, Kamila",M40292646,0.981,Mathematics,Junior,2,No,kwressellfw@wix.com,Female,Yes
"Oram, Dawn",M90293494,2.835,Mathematics,Junior,23,No,doramfx@ezinearticles.com,Female,Yes
"McGeachie, Jarvis",M48951839,3.547,Mathematics,Sophomore,150,No,jmcgeachiefy@posterous.com,Male,No
"Andrag, Tamar",M45288362,0.991,Psychology,Junior,50,No,tandragfz@chicagotribune.com,Female,Yes
"Corradetti, Daloris",M75901451,2.627,Biology,Junior,133,No,dcorradettig0@dion.ne.jp,Female,Yes
"Bosche, Vic",M27508235,3.141,Psychology,Sophomore,117,No,vboscheg1@bizjournals.com,Male,No
"Woodyer, Locke",M28899820,0.606,Mathematics,Senior,42,Yes,lwoodyerg2@admin.ch,Male,No
"Perulli, Maison",M73261512,3.223,Biology,Freshman,132,No,mperullig3@bluehost.com,Male,No
"Roly, Kurt",M55429533,0.387,Psychology,Freshman,98,Yes,krolyg4@godaddy.com,Male,Yes
"Marklow, Raphael",M69525184,0.731,Biology,Senior,131,No,rmarklowg5@mlb.com,Male,Yes
"Bilney, Merline",M60847971,1.571,Computer Science,Sophomore,43,Yes,mbilneyg6@ovh.net,Female,Yes
"Earley, Wolfie",M95049102,2.017,Mathematics,Senior,79,No,wearleyg7@dailymail.co.uk,Male,No
"Blanchard, Denni",M94326965,0.183,Psychology,Sophomore,113,Yes,dblanchardg8@ucoz.ru,Female,Yes
"Looney, Kevin",M71701923,1.227,Psychology,Senior,43,Yes,klooneyg9@prlog.org,Male,No
"Sirr, Elmira",M96119630,2.771,Psychology,Freshman,147,Yes,esirrga@harvard.edu,Female,Yes
"Grange, Juanita",M32753385,0.713,Mathematics,Senior,46,No,jgrangegb@state.gov,Female,Yes
"Frede, Alano",M43443292,0.724,Psychology,Senior,80,Yes,afredegc@blogspot.com,Male,No
"Wegner, Gena",M58042773,3.991,Mathematics,Junior,148,No,gwegnergd@adobe.com,Female,No
"Dunge, Ardelis",M30991601,3.1,Psychology,Junior,80,Yes,adungege@gizmodo.com,Female,Yes
"Elman, Jaine",M36286608,0.406,Mathematics,Freshman,46,Yes,jelmangf@nymag.com,Female,Yes
"Scallan, Kipp",M39475205,2.418,Psychology,Senior,57,No,kscallangg@techcrunch.com,Female,No
"Haime, Portia",M26541344,3.674,Computer Science,Senior,97,No,phaimegh@huffingtonpost.com,Female,No
"Schrader, Marcia",M64918055,1.766,Biology,Senior,79,No,mschradergi@freewebs.com,Female,No
"Bulcroft, Steffi",M75006334,1.241,Psychology,Sophomore,128,No,sbulcroftgj@npr.org,Female,Yes
"Sellor, Joshuah",M41261818,2.229,Biology,Junior,128,Yes,jsellorgk@google.de,Male,Yes
"Yaldren, Lon",M93422539,2.964,Psychology,Senior,64,Yes,lyaldrengl@weather.com,Male,No
"Pruckner, Mabelle",M77394914,3.926,Mathematics,Sophomore,126,No,mprucknergm@oracle.com,Female,No
"Needham, Myra",M62961664,1.434,Computer Science,Junior,32,Yes,mneedhamgn@spotify.com,Female,Yes
"Philippeaux, Flynn",M72386977,1.446,Biology,Junior,2,Yes,fphilippeauxgo@gizmodo.com,Male,Yes
"Knutton, Rodolph",M89659346,1.881,Mathematics,Senior,93,No,rknuttongp@weebly.com,Male,No
"Overill, Rainer",M54548165,2.963,Mathematics,Freshman,32,Yes,roverillgq@globo.com,Male,Yes
"Scattergood, Reyna",M60988342,3.527,Biology,Junior,34,Yes,rscattergoodgr@last.fm,Female,No
"Erangy, Emmanuel",M56961458,2.778,Computer Science,Junior,132,No,eerangygs@nature.com,Male,Yes
"Feedome, Mirabel",M90696832,0.984,Biology,Freshman,37,No,mfeedomegt@tamu.edu,Female,No
"Barlie, Cathlene",M81825105,3.6,Mathematics,Senior,8,Yes,cbarliegu@sciencedaily.com,Female,No
"Mathewson, Rustie",M86679302,0.065,Computer Science,Sophomore,84,No,rmathewsongv@yahoo.com,Male,No
"Kelberer, Neilla",M50366086,2.187,Mathematics,Freshman,62,No,nkelberergw@google.com.au,Female,Yes
"Lapthorne, Tisha",M76126279,2.554,Biology,Junior,91,Yes,tlapthornegx@nba.com,Female,No
"Woolpert, Lorraine",M53333131,1.205,Mathematics,Junior,109,Yes,lwoolpertgy@pagesperso-orange.fr,Female,No
"Paver, Tyler",M89861424,3.584,Psychology,Junior,84,No,tpavergz@fastcompany.com,Male,No
"MacGinlay, Clevey",M81901677,0.786,Mathematics,Freshman,82,Yes,cmacginlayh0@photobucket.com,Male,Yes
"Tooth, Kordula",M92335006,2.709,Psychology,Freshman,135,No,ktoothh1@hibu.com,Female,No
"Birtwell, Florina",M30422184,2.246,Mathematics,Senior,70,Yes,fbirtwellh2@issuu.com,Female,No
"Carlson, Glen",M80072131,3.554,Mathematics,Sophomore,83,No,gcarlsonh3@timesonline.co.uk,Male,No
"Bankes, Kenyon",M33573239,2.202,Computer Science,Sophomore,19,Yes,kbankesh4@purevolume.com,Male,No
"Risborough, Peggy",M36590889,2.384,Mathematics,Freshman,147,Yes,prisboroughh5@theglobeandmail.com,Female,No
"Gerriessen, Ingaborg",M43475794,0.159,Mathematics,Freshman,124,Yes,igerriessenh6@oakley.com,Female,No
"Offill, Kendall",M27302979,1.9,Mathematics,Junior,139,Yes,koffillh7@blogtalkradio.com,Male,Yes
"Voss, Claudina",M27092080,3.36,Computer Science,Junior,63,Yes,cvossh8@ask.com,Female,Yes
"Ghilardini, Roxana",M95231605,2.74,Biology,Junior,127,Yes,rghilardinih9@msu.edu,Female,No
"Bolwell, Ranee",M65727069,3.142,Computer Science,Junior,52,No,rbolwellha@tamu.edu,Female,No
"Whiles, Nanine",M78247749,2.557,Computer Science,Freshman,67,Yes,nwhileshb@skype.com,Female,Yes
"Nellen, Darla",M72037651,1.161,Psychology,Sophomore,114,Yes,dnellenhc@youku.com,Female,No
"Charnock, Burk",M40844265,3.839,Mathematics,Sophomore,124,No,bcharnockhd@rakuten.co.jp,Male,Yes
"Antushev, Malia",M61330908,0.629,Psychology,Sophomore,123,Yes,mantushevhe@sourceforge.net,Female,Yes
"Dayment, Davie",M42120092,0.084,Biology,Senior,29,No,ddaymenthf@ehow.com,Male,Yes
"Clint, Jasun",M95974660,3.063,Computer Science,Senior,33,No,jclinthg@arstechnica.com,Male,No
"Abernethy, Lutero",M33342689,0.289,Mathematics,Junior,34,Yes,labernethyhh@sphinn.com,Male,Yes
"Blanchet, Lowell",M65501326,0.842,Mathematics,Junior,7,No,lblanchethi@aol.com,Male,No
"Genery, Curr",M74402988,3.526,Biology,Junior,19,Yes,cgeneryhj@ocn.ne.jp,Male,No
"Dickons, Wilhelmine",M60852506,2.299,Computer Science,Sophomore,1,No,wdickonshk@wsj.com,Female,No
"Butter, Teddie",M42722848,2.995,Mathematics,Senior,108,Yes,tbutterhl@a8.net,Male,Yes
"Ligertwood, Karissa",M24697750,0.436,Computer Science,Senior,120,Yes,kligertwoodhm@jigsy.com,Female,Yes
"Ianni, Griffy",M24114582,0.71,Psychology,Freshman,85,No,giannihn@sohu.com,Male,Yes
"Brazener, Kerwin",M40498641,3.017,Mathematics,Sophomore,47,Yes,kbrazenerho@e-recht24.de,Male,Yes
"Duchesne, Teri",M86176243,2.858,Mathematics,Freshman,12,No,tduchesnehp@ucoz.com,Female,No
"Dienes, Felizio",M93592698,1.166,Psychology,Junior,100,Yes,fdieneshq@bandcamp.com,Male,No
"Glancey, Creighton",M44204259,3.671,Computer Science,Sophomore,126,Yes,cglanceyhr@netvibes.com,Male,Yes
"Jarnell, Dallis",M73867992,0.687,Psychology,Freshman,63,No,djarnellhs@sciencedaily.com,Male,No
"Gowthorpe, Stacy",M53561320,3.388,Mathematics,Freshman,9,No,sgowthorpeht@nytimes.com,Male,Yes
"Whether, Saleem",M65808309,2.012,Biology,Senior,8,No,swhetherhu@cmu.edu,Male,Yes
"Berrie, Oswell",M50567441,0.653,Biology,Freshman,58,No,oberriehv@multiply.com,Male,No
"Attlee, Isabeau",M23399703,3.673,Mathematics,Senior,148,Yes,iattleehw@constantcontact.com,Female,Yes
"Burgise, Alvan",M58277592,0.15,Mathematics,Senior,136,Yes,aburgisehx@nydailynews.com,Male,No
"Usborn, Ettie",M20754850,2.23,Psychology,Freshman,26,Yes,eusbornhy@yellowpages.com,Female,Yes
"Camoys, Adolf",M80819211,3.799,Psychology,Freshman,13,No,acamoyshz@cnbc.com,Male,No
"Melvin, Kore",M36175277,3.257,Mathematics,Freshman,52,Yes,kmelvini0@google.com.hk,Female,No
"Tuminelli, Ophelia",M51118876,2.799,Psychology,Sophomore,122,No,otuminellii1@smugmug.com,Female,No
"De Zamudio, Isa",M66171689,0.411,Computer Science,Freshman,51,Yes,idezamudioi2@answers.com,Male,Yes
"Hanby, Joann",M25808565,0.118,Computer Science,Senior,130,No,jhanbyi3@nba.com,Female,No
"Labin, Trina",M40183362,1.187,Biology,Freshman,38,Yes,tlabini4@msu.edu,Female,Yes
"Poynzer, Annie",M76461827,0.822,Psychology,Sophomore,35,Yes,apoynzeri5@bloglovin.com,Female,No
"Bulfoy, Christoph",M68234174,2.117,Computer Science,Freshman,4,No,cbulfoyi6@hugedomains.com,Male,Yes
"Abatelli, Drona",M72633516,2.713,Biology,Junior,105,Yes,dabatellii7@squidoo.com,Female,Yes
"Lindemann, Avrom",M31674953,3.809,Psychology,Junior,122,No,alindemanni8@tiny.cc,Male,Yes
"Cannan, Danila",M26953877,1.741,Biology,Freshman,43,Yes,dcannani9@qq.com,Female,No
"Tales, Gun",M56334521,1.345,Biology,Freshman,16,No,gtalesia@smugmug.com,Male,No
"Maskew, Allina",M74822746,2.366,Psychology,Sophomore,85,No,amaskewib@geocities.jp,Female,Yes
"Osmant, Trescha",M59509637,1.938,Biology,Senior,99,Yes,tosmantic@typepad.com,Female,Yes
"Niese, Alessandro",M32018136,3.616,Psychology,Junior,55,No,anieseid@naver.com,Male,Yes
"Ferns, Zachary",M31580781,0.299,Computer Science,Senior,31,Yes,zfernsie@wikia.com,Male,No
"Collerd, Katina",M83790213,1.003,Computer Science,Freshman,4,Yes,kcollerdif@go.com,Female,Yes
"Emberson, Dede",M33442868,3.457,Computer Science,Freshman,56,No,dembersonig@omniture.com,Female,No
"Viggars, Rochette",M65540535,0.898,Biology,Junior,42,No,rviggarsih@comsenz.com,Female,Yes
"Smiz, Reina",M33112544,3.934,Biology,Senior,36,No,rsmizii@godaddy.com,Female,Yes
"Habershaw, Gian",M72810080,3.456,Computer Science,Freshman,125,Yes,ghabershawij@answers.com,Male,No
"Bachelor, Enrico",M67537794,3.837,Biology,Sophomore,117,No,ebachelorik@amazon.de,Male,No
"Gerram, Earle",M96437202,2.877,Computer Science,Freshman,44,No,egerramil@merriam-webster.com,Male,Yes
"Streak, Clair",M34918873,3.911,Computer Science,Senior,4,Yes,cstreakim@newsvine.com,Male,Yes
"MacKeller, Dolli",M89428032,0.599,Biology,Senior,142,Yes,dmackellerin@vistaprint.com,Female,Yes
"Le Grys, Mamie",M66251403,1.524,Computer Science,Freshman,147,No,mlegrysio@mysql.com,Female,Yes
"Capell, Sybil",M25932175,0.325,Mathematics,Senior,94,No,scapellip@archive.org,Female,No
"Hugueville, Florri",M24389622,2.109,Psychology,Sophomore,113,No,fhuguevilleiq@biglobe.ne.jp,Female,Yes
"Fitzsimmons, Revkah",M69304455,0.442,Psychology,Sophomore,21,Yes,rfitzsimmonsir@people.com.cn,Female,Yes
"Belchamber, Lucias",M49565624,1.266,Computer Science,Senior,100,Yes,lbelchamberis@multiply.com,Male,No
"Vossing, Fidel",M57818812,3.447,Psychology,Freshman,28,No,fvossingit@unesco.org,Male,Yes
"Adamkiewicz, Rudolph",M61392791,3.37,Computer Science,Senior,97,No,radamkiewicziu@behance.net,Male,Yes
"Hazle, Clemence",M92391865,3.794,Mathematics,Junior,87,Yes,chazleiv@webs.com,Female,Yes
"Standish-Brooks, Ferdinand",M49556783,1.177,Psychology,Freshman,22,Yes,fstandishbrooksiw@ocn.ne.jp,Male,Yes
"MacDavitt, Darcee",M36843263,3.306,Computer Science,Freshman,23,Yes,dmacdavittix@istockphoto.com,Female,Yes
"Nicholson, Correy",M97557630,3.172,Computer Science,Sophomore,57,Yes,cnicholsoniy@newsvine.com,Male,Yes
"Cockell, Sonnnie",M86028138,3.384,Computer Science,Senior,17,Yes,scockelliz@nba.com,Female,No
"Staunton, Marybelle",M39066742,1.618,Biology,Freshman,34,Yes,mstauntonj0@nba.com,Female,No
"Shubotham, Donnamarie",M35884994,1.223,Mathematics,Sophomore,92,No,dshubothamj1@dagondesign.com,Female,No
"Aldwich, Temp",M96645272,3.065,Biology,Sophomore,102,Yes,taldwichj2@ask.com,Male,No
"Loffel, Morissa",M88424146,3.169,Psychology,Senior,39,No,mloffelj3@addtoany.com,Female,Yes
"Stratford, Rip",M66697437,0.766,Mathematics,Junior,70,No,rstratfordj4@google.com.br,Male,No
"Goley, Jeramie",M84901838,1.796,Psychology,Senior,97,Yes,jgoleyj5@skyrock.com,Male,Yes
"Ventum, Lin",M46677552,1.07,Mathematics,Junior,24,No,lventumj6@seesaa.net,Male,Yes
"Traske, Gregorio",M20087702,0.564,Mathematics,Senior,11,No,gtraskej7@hatena.ne.jp,Male,No
"Vagg, Onfroi",M30052268,3.595,Psychology,Sophomore,70,Yes,ovaggj8@altervista.org,Male,No
"Grimoldby, Ogdan",M37271112,1.938,Mathematics,Junior,44,Yes,ogrimoldbyj9@sciencedirect.com,Male,No
"Dowber, Scott",M35952657,0.509,Mathematics,Freshman,4,Yes,sdowberja@mail.ru,Male,Yes
"Cordoba, Teodor",M24522495,3.455,Computer Science,Junior,22,Yes,tcordobajb@businessinsider.com,Male,No
"Nusche, Lyndsey",M31077761,0.822,Psychology,Sophomore,71,No,lnuschejc@thetimes.co.uk,Female,No
"Vasilechko, Shermy",M79559574,1.226,Mathematics,Senior,103,Yes,svasilechkojd@altervista.org,Male,Yes
"Kensington, Joyann",M53482822,1.077,Mathematics,Sophomore,34,Yes,jkensingtonje@blogtalkradio.com,Female,Yes
"Wilshaw, Daria",M38196440,0.358,Biology,Sophomore,146,Yes,dwilshawjf@1und1.de,Female,No
"Penni, Karlie",M92140590,0.907,Mathematics,Senior,63,Yes,kpennijg@skyrock.com,Female,No
"Essery, Skelly",M63736240,1.248,Mathematics,Senior,110,Yes,sesseryjh@who.int,Male,Yes
"Penhearow, Delbert",M36628597,1.162,Computer Science,Freshman,106,No,dpenhearowji@moonfruit.com,Male,No
"Frayn, Mickey",M38626479,1.56,Computer Science,Sophomore,100,No,mfraynjj@abc.net.au,Male,Yes
"Casolla, Antin",M40304404,0.872,Biology,Sophomore,15,No,acasollajk@washingtonpost.com,Male,Yes
"Lochet, Vasily",M95706575,1.017,Computer Science,Freshman,71,Yes,vlochetjl@ucla.edu,Male,Yes
"Clemmens, Kristoffer",M49489806,0.007,Psychology,Senior,37,Yes,kclemmensjm@soundcloud.com,Male,Yes
"Verden, Torey",M66364281,2.87,Biology,Sophomore,41,Yes,tverdenjn@microsoft.com,Male,Yes
"Haythornthwaite, Charlena",M88149041,3.321,Psychology,Sophomore,86,Yes,chaythornthwaitejo@seesaa.net,Female,Yes
"Cropton, Sigfrid",M88600123,1.664,Psychology,Senior,119,Yes,scroptonjp@odnoklassniki.ru,Male,Yes
"Shiers, Frannie",M51161590,3.456,Biology,Sophomore,125,No,fshiersjq@berkeley.edu,Male,No
"Swatman, Chrissie",M38645761,3.918,Biology,Senior,75,No,cswatmanjr@netvibes.com,Male,No
"Nelsey, Benyamin",M93909626,1.378,Psychology,Freshman,52,No,bnelseyjs@dyndns.org,Male,Yes
"Caughtry, Antone",M90117960,2.353,Psychology,Senior,126,No,acaughtryjt@eventbrite.com,Male,No
"Trunchion, Kaspar",M98025352,0.524,Psychology,Sophomore,8,No,ktrunchionju@parallels.com,Male,Yes
"Scranny, Rebecka",M87017594,1.994,Biology,Freshman,26,Yes,rscrannyjv@slideshare.net,Female,No
"Praundl, Abba",M57799205,2.605,Mathematics,Senior,85,No,apraundljw@google.ru,Male,Yes
"Duxbury, Currie",M43278631,1.887,Computer Science,Junior,19,No,cduxburyjx@webnode.com,Male,Yes
"Winskill, Sydney",M22103799,3.255,Biology,Sophomore,58,Yes,swinskilljy@zdnet.com,Female,No
"Broszkiewicz, Ilyse",M31988795,1.188,Mathematics,Sophomore,18,Yes,ibroszkiewiczjz@networkadvertising.org,Female,No
"Flagg, Anna",M78152246,3.196,Biology,Freshman,17,Yes,aflaggk0@dagondesign.com,Female,No
"Bixley, Roz",M83927802,2.876,Computer Science,Junior,76,No,rbixleyk1@t.co,Female,No
"McCarter, Mohandas",M66624380,1.608,Psychology,Junior,8,Yes,mmccarterk2@wordpress.com,Male,Yes
"Goldsworthy, Audi",M21380334,3.736,Mathematics,Junior,19,Yes,agoldsworthyk3@youtube.com,Female,Yes
"Domaschke, Danie",M97979537,0.408,Biology,Senior,94,No,ddomaschkek4@webmd.com,Male,No
"Howieson, Ewan",M46591804,3.479,Biology,Sophomore,131,No,ehowiesonk5@irs.gov,Male,No
"Bellam, Darn",M28706322,3.014,Psychology,Junior,89,No,dbellamk6@mlb.com,Male,Yes
"Elsbury, Martainn",M90199151,0.053,Mathematics,Sophomore,120,No,melsburyk7@alibaba.com,Male,No
"Gaw, Goldina",M66123135,1.698,Biology,Junior,69,No,ggawk8@comcast.net,Female,Yes
"Tolliday, Isidora",M99320740,2.902,Computer Science,Freshman,28,Yes,itollidayk9@bigcartel.com,Female,No
"Runnicles, Coleman",M27023357,2.553,Computer Science,Senior,9,Yes,crunnicleska@ucoz.com,Male,Yes
"Stute, Bailie",M87818419,1.326,Computer Science,Senior,41,Yes,bstutekb@simplemachines.org,Male,Yes
"Abelwhite, Nerita",M62493017,0.732,Biology,Sophomore,10,No,nabelwhitekc@ft.com,Female,No
"Travers, Marcelline",M27966652,0.749,Psychology,Freshman,78,No,mtraverskd@sciencedaily.com,Female,No
"Hotson, My",M41175539,2.695,Psychology,Freshman,28,Yes,mhotsonke@alexa.com,Male,Yes
"Foxten, Roseline",M94123549,2.473,Computer Science,Sophomore,71,No,rfoxtenkf@upenn.edu,Female,No
"Sempill, Tallie",M22016702,3.871,Psychology,Sophomore,123,No,tsempillkg@sohu.com,Female,Yes
"Gedge, Ardra",M56002793,1.927,Psychology,Sophomore,17,Yes,agedgekh@last.fm,Female,No
"Sime, Fania",M43244317,0.971,Psychology,Sophomore,99,No,fsimeki@microsoft.com,Female,No
"Carslake, Bernadene",M51749752,2.918,Mathematics,Sophomore,134,Yes,bcarslakekj@wunderground.com,Female,No
"Pancoust, Northrop",M64006687,3.782,Psychology,Sophomore,42,Yes,npancoustkk@ox.ac.uk,Male,No
"Sharvill, Vivie",M27939349,3.872,Computer Science,Junior,23,Yes,vsharvillkl@telegraph.co.uk,Female,No
"Isaksson, Tomlin",M87149271,3.228,Computer Science,Junior,111,No,tisakssonkm@cbsnews.com,Male,Yes
"Joney, Marylynne",M53192903,1.564,Mathematics,Sophomore,86,No,mjoneykn@timesonline.co.uk,Female,Yes
"Ailward, Coleen",M81128851,1.639,Psychology,Senior,123,No,cailwardko@cafepress.com,Female,Yes
"Laban, Emmet",M80374722,1.75,Psychology,Senior,69,Yes,elabankp@sciencedaily.com,Male,No
"Hauger, Sofia",M33784191,3.534,Computer Science,Sophomore,14,Yes,shaugerkq@amazon.de,Female,No
"Haslewood, Valerye",M69604022,2.439,Psychology,Senior,92,No,vhaslewoodkr@indiegogo.com,Female,No
"Brian, Malinde",M23605512,4,Computer Science,Junior,108,No,mbrianks@last.fm,Female,No
"Maden, Jobyna",M29732766,3.818,Psychology,Junior,106,No,jmadenkt@kickstarter.com,Female,No
"Crowter, Kay",M22197804,1.943,Psychology,Senior,114,Yes,kcrowterku@fda.gov,Female,No
"Betancourt, Tull",M73059116,0.958,Psychology,Freshman,92,Yes,tbetancourtkv@go.com,Male,No
"Utton, Lanette",M73604579,0.815,Biology,Freshman,125,Yes,luttonkw@skype.com,Female,No
"Pirnie, Catha",M77335462,0.254,Computer Science,Freshman,126,Yes,cpirniekx@army.mil,Female,Yes
"McLaggan, Cris",M76000688,0.958,Biology,Junior,35,No,cmclagganky@typepad.com,Male,Yes
